,city,local,parameter,value,unit
3546,Madrid,2020-02-22T14:00:00+01:00,pm25,35,µg/m³
3547,Madrid,2020-02-22T13:00:00+01:00,pm25,25,µg/m³
3548,Madrid,2020-02-22T13:00:00+01:00,pm25,14,µg/m³
3549,Madrid,2020-02-22T13:00:00+01:00,no2,60,µg/m³
3550,Madrid,2020-02-22T12:00:00+01:00,no2,38,µg/m³
3551,Madrid,2020-02-22T12:00:00+01:00,pm25,15,µg/m³
3552,Madrid,2020-02-22T12:00:00+01:00,pm25,8,µg/m³
3553,Madrid,2020-02-22T11:00:00+01:00,pm25,14,µg/m³
3554,Madrid,2020-02-22T11:00:00+01:00,pm25,8,µg/m³
3555,Madrid,2020-02-22T11:00:00+01:00,no2,32,µg/m³
3556,Madrid,2020-02-22T10:00:00+01:00,no2,49,µg/m³
3557,Madrid,2020-02-22T10:00:00+01:00,pm25,8,µg/m³
3558,Madrid,2020-02-22T10:00:00+01:00,pm25,10,µg/m³
3559,Madrid,2020-02-22T07:00:00+01:00,no2,23,µg/m³
3560,Madrid,2020-02-22T07:00:00+01:00,pm25,8,µg/m³
3561,Madrid,2020-02-22T07:00:00+01:00,pm25,5,µg/m³
3562,Madrid,2020-02-22T06:00:00+01:00,pm25,7,µg/m³
3563,Madrid,2020-02-22T06:00:00+01:00,pm25,9,µg/m³
3564,Madrid,2020-02-22T06:00:00+01:00,no2,24,µg/m³
3565,Madrid,2020-02-22T02:00:00+01:00,pm25,27,µg/m³
3566,Madrid,2020-02-22T02:00:00+01:00,no2,38,µg/m³
3567,Madrid,2020-02-22T02:00:00+01:00,pm25,13,µg/m³
3568,Madrid,2020-02-22T01:00:00+01:00,pm25,34,µg/m³
3569,Madrid,2020-02-22T01:00:00+01:00,pm25,22,µg/m³
3570,Madrid,2020-02-22T01:00:00+01:00,no2,93,µg/m³
3571,Madrid,2020-02-22T00:00:00+01:00,pm25,44,µg/m³
3572,Madrid,2020-02-22T00:00:00+01:00,pm25,25,µg/m³
3573,Madrid,2020-02-22T00:00:00+01:00,no2,110,µg/m³
3574,Madrid,2020-02-21T23:00:00+01:00,pm25,32,µg/m³
3575,Madrid,2020-02-21T23:00:00+01:00,pm25,66,µg/m³
3576,Madrid,2020-02-21T23:00:00+01:00,no2,129,µg/m³
3577,Madrid,2020-02-21T22:00:00+01:00,pm25,52,µg/m³
3578,Madrid,2020-02-21T22:00:00+01:00,pm25,24,µg/m³
3579,Madrid,2020-02-21T22:00:00+01:00,no2,152,µg/m³
3580,Madrid,2020-02-21T21:00:00+01:00,no2,138,µg/m³
3581,Madrid,2020-02-21T21:00:00+01:00,pm25,17,µg/m³
3582,Madrid,2020-02-21T21:00:00+01:00,pm25,32,µg/m³
3583,Madrid,2020-02-21T20:00:00+01:00,pm25,31,µg/m³
3584,Madrid,2020-02-21T20:00:00+01:00,no2,116,µg/m³
3585,Madrid,2020-02-21T20:00:00+01:00,pm25,14,µg/m³
3586,Madrid,2020-02-21T19:00:00+01:00,pm25,16,µg/m³
3587,Madrid,2020-02-21T19:00:00+01:00,no2,94,µg/m³
3588,Madrid,2020-02-21T19:00:00+01:00,pm25,31,µg/m³
3589,Madrid,2020-02-21T18:00:00+01:00,pm25,12,µg/m³
3590,Madrid,2020-02-21T18:00:00+01:00,no2,71,µg/m³
3591,Madrid,2020-02-21T18:00:00+01:00,pm25,28,µg/m³
3592,Madrid,2020-02-21T17:00:00+01:00,pm25,20,µg/m³
3593,Madrid,2020-02-21T17:00:00+01:00,no2,53,µg/m³
3594,Madrid,2020-02-21T17:00:00+01:00,pm25,12,µg/m³
3595,Madrid,2020-02-21T16:00:00+01:00,pm25,10,µg/m³
3596,Madrid,2020-02-21T16:00:00+01:00,pm25,8,µg/m³
3597,Madrid,2020-02-21T16:00:00+01:00,no2,48,µg/m³
3598,Madrid,2020-02-21T15:00:00+01:00,no2,45,µg/m³
3599,Madrid,2020-02-21T15:00:00+01:00,pm25,10,µg/m³
3600,Madrid,2020-02-21T15:00:00+01:00,pm25,19,µg/m³
3601,Madrid,2020-02-21T14:00:00+01:00,pm25,29,µg/m³
3602,Madrid,2020-02-21T14:00:00+01:00,no2,37,µg/m³
3603,Madrid,2020-02-21T14:00:00+01:00,pm25,15,µg/m³
3604,Madrid,2020-02-21T13:00:00+01:00,no2,34,µg/m³
3605,Madrid,2020-02-21T13:00:00+01:00,pm25,12,µg/m³
3606,Madrid,2020-02-21T13:00:00+01:00,pm25,23,µg/m³
3607,Madrid,2020-02-21T12:00:00+01:00,pm25,17,µg/m³
3608,Madrid,2020-02-21T12:00:00+01:00,pm25,9,µg/m³
3609,Madrid,2020-02-21T12:00:00+01:00,no2,37,µg/m³
3610,Madrid,2020-02-21T11:00:00+01:00,pm25,6,µg/m³
3611,Madrid,2020-02-21T11:00:00+01:00,pm25,11,µg/m³
3612,Madrid,2020-02-21T11:00:00+01:00,no2,37,µg/m³
3613,Madrid,2020-02-21T10:00:00+01:00,no2,60,µg/m³
3614,Madrid,2020-02-21T10:00:00+01:00,pm25,26,µg/m³
3615,Madrid,2020-02-21T10:00:00+01:00,pm25,9,µg/m³
3616,Madrid,2020-02-21T09:00:00+01:00,pm25,8,µg/m³
3617,Madrid,2020-02-21T09:00:00+01:00,pm25,14,µg/m³
3618,Madrid,2020-02-21T09:00:00+01:00,no2,77,µg/m³
3619,Madrid,2020-02-21T08:00:00+01:00,no2,63,µg/m³
3620,Madrid,2020-02-21T08:00:00+01:00,pm25,7,µg/m³
3621,Madrid,2020-02-21T08:00:00+01:00,pm25,5,µg/m³
3622,Madrid,2020-02-21T07:00:00+01:00,pm25,4,µg/m³
3623,Madrid,2020-02-21T07:00:00+01:00,pm25,4,µg/m³
3624,Madrid,2020-02-21T07:00:00+01:00,no2,24,µg/m³
3625,Madrid,2020-02-21T06:00:00+01:00,pm25,11,µg/m³
3626,Madrid,2020-02-21T06:00:00+01:00,no2,16,µg/m³
3627,Madrid,2020-02-21T06:00:00+01:00,pm25,6,µg/m³
3628,Madrid,2020-02-21T05:00:00+01:00,pm25,9,µg/m³
3629,Madrid,2020-02-21T05:00:00+01:00,pm25,1,µg/m³
3630,Madrid,2020-02-21T05:00:00+01:00,no2,14,µg/m³
3631,Madrid,2020-02-21T04:00:00+01:00,no2,12,µg/m³
3632,Madrid,2020-02-21T04:00:00+01:00,pm25,8,µg/m³
3633,Madrid,2020-02-21T04:00:00+01:00,pm25,5,µg/m³
3634,Madrid,2020-02-21T03:00:00+01:00,pm25,8,µg/m³
3635,Madrid,2020-02-21T03:00:00+01:00,pm25,7,µg/m³
3636,Madrid,2020-02-21T03:00:00+01:00,no2,14,µg/m³
3637,Madrid,2020-02-21T02:00:00+01:00,pm25,10,µg/m³
3638,Madrid,2020-02-21T02:00:00+01:00,pm25,7,µg/m³
3639,Madrid,2020-02-21T02:00:00+01:00,no2,23,µg/m³
3640,Madrid,2020-02-21T01:00:00+01:00,pm25,23,µg/m³
3641,Madrid,2020-02-21T01:00:00+01:00,no2,37,µg/m³
3642,Madrid,2020-02-21T01:00:00+01:00,pm25,14,µg/m³
3643,Madrid,2020-02-21T00:00:00+01:00,no2,100,µg/m³
3644,Madrid,2020-02-21T00:00:00+01:00,pm25,19,µg/m³
3645,Madrid,2020-02-21T00:00:00+01:00,pm25,27,µg/m³
3646,Madrid,2020-02-20T23:00:00+01:00,pm25,17,µg/m³
3647,Madrid,2020-02-20T23:00:00+01:00,no2,115,µg/m³
3648,Madrid,2020-02-20T23:00:00+01:00,pm25,28,µg/m³
3649,Madrid,2020-02-20T22:00:00+01:00,pm25,25,µg/m³
3650,Madrid,2020-02-20T22:00:00+01:00,no2,113,µg/m³
3651,Madrid,2020-02-20T22:00:00+01:00,pm25,16,µg/m³
3652,Madrid,2020-02-20T21:00:00+01:00,pm25,26,µg/m³
3653,Madrid,2020-02-20T21:00:00+01:00,no2,114,µg/m³
3654,Madrid,2020-02-20T21:00:00+01:00,pm25,15,µg/m³
3655,Madrid,2020-02-20T20:00:00+01:00,no2,93,µg/m³
3656,Madrid,2020-02-20T20:00:00+01:00,pm25,25,µg/m³
3657,Madrid,2020-02-20T20:00:00+01:00,pm25,13,µg/m³
3658,Madrid,2020-02-20T19:00:00+01:00,pm25,23,µg/m³
3659,Madrid,2020-02-20T19:00:00+01:00,no2,60,µg/m³
3660,Madrid,2020-02-20T19:00:00+01:00,pm25,12,µg/m³
3661,Madrid,2020-02-20T18:00:00+01:00,no2,63,µg/m³
3662,Madrid,2020-02-20T18:00:00+01:00,pm25,35,µg/m³
3663,Madrid,2020-02-20T18:00:00+01:00,pm25,22,µg/m³
3664,Madrid,2020-02-20T17:00:00+01:00,pm25,39,µg/m³
3665,Madrid,2020-02-20T17:00:00+01:00,pm25,23,µg/m³
3666,Madrid,2020-02-20T17:00:00+01:00,no2,79,µg/m³
3667,Madrid,2020-02-20T16:00:00+01:00,no2,77,µg/m³
3668,Madrid,2020-02-20T16:00:00+01:00,pm25,25,µg/m³
3669,Madrid,2020-02-20T16:00:00+01:00,pm25,41,µg/m³
3670,Madrid,2020-02-20T15:00:00+01:00,pm25,43,µg/m³
3671,Madrid,2020-02-20T15:00:00+01:00,no2,82,µg/m³
3672,Madrid,2020-02-20T15:00:00+01:00,pm25,26,µg/m³
3673,Madrid,2020-02-20T14:00:00+01:00,no2,78,µg/m³
3674,Madrid,2020-02-20T14:00:00+01:00,pm25,38,µg/m³
3675,Madrid,2020-02-20T14:00:00+01:00,pm25,25,µg/m³
3676,Madrid,2020-02-20T13:00:00+01:00,pm25,54,µg/m³
3677,Madrid,2020-02-20T13:00:00+01:00,no2,85,µg/m³
3678,Madrid,2020-02-20T13:00:00+01:00,pm25,35,µg/m³
3679,Madrid,2020-02-20T12:00:00+01:00,pm25,37,µg/m³
3680,Madrid,2020-02-20T12:00:00+01:00,pm25,22,µg/m³
3681,Madrid,2020-02-20T12:00:00+01:00,no2,89,µg/m³
3682,Madrid,2020-02-20T11:00:00+01:00,pm25,14,µg/m³
3683,Madrid,2020-02-20T11:00:00+01:00,pm25,24,µg/m³
3684,Madrid,2020-02-20T11:00:00+01:00,no2,61,µg/m³
3685,Madrid,2020-02-20T10:00:00+01:00,pm25,20,µg/m³
3686,Madrid,2020-02-20T10:00:00+01:00,pm25,11,µg/m³
3687,Madrid,2020-02-20T10:00:00+01:00,no2,63,µg/m³
3688,Madrid,2020-02-20T09:00:00+01:00,no2,76,µg/m³
3689,Madrid,2020-02-20T09:00:00+01:00,pm25,12,µg/m³
3690,Madrid,2020-02-20T09:00:00+01:00,pm25,7,µg/m³
3691,Madrid,2020-02-20T08:00:00+01:00,pm25,7,µg/m³
3692,Madrid,2020-02-20T08:00:00+01:00,no2,67,µg/m³
3693,Madrid,2020-02-20T08:00:00+01:00,pm25,12,µg/m³
3694,Madrid,2020-02-20T07:00:00+01:00,no2,39,µg/m³
3695,Madrid,2020-02-20T07:00:00+01:00,pm25,8,µg/m³
3696,Madrid,2020-02-20T07:00:00+01:00,pm25,8,µg/m³
3697,Madrid,2020-02-20T06:00:00+01:00,no2,24,µg/m³
3698,Madrid,2020-02-20T06:00:00+01:00,pm25,10,µg/m³
3699,Madrid,2020-02-20T06:00:00+01:00,pm25,6,µg/m³
3700,Madrid,2020-02-20T05:00:00+01:00,no2,20,µg/m³
3701,Madrid,2020-02-20T05:00:00+01:00,pm25,9,µg/m³
3702,Madrid,2020-02-20T05:00:00+01:00,pm25,10,µg/m³
3703,Madrid,2020-02-20T04:00:00+01:00,pm25,12,µg/m³
3704,Madrid,2020-02-20T04:00:00+01:00,pm25,18,µg/m³
3705,Madrid,2020-02-20T04:00:00+01:00,no2,26,µg/m³
3706,Madrid,2020-02-20T03:00:00+01:00,pm25,25,µg/m³
3707,Madrid,2020-02-20T03:00:00+01:00,pm25,12,µg/m³
3708,Madrid,2020-02-20T03:00:00+01:00,no2,71,µg/m³
3709,Madrid,2020-02-20T02:00:00+01:00,no2,62,µg/m³
3710,Madrid,2020-02-20T02:00:00+01:00,pm25,10,µg/m³
3711,Madrid,2020-02-20T02:00:00+01:00,pm25,19,µg/m³
3712,Madrid,2020-02-20T01:00:00+01:00,pm25,24,µg/m³
3713,Madrid,2020-02-20T01:00:00+01:00,no2,71,µg/m³
3714,Madrid,2020-02-20T01:00:00+01:00,pm25,12,µg/m³
3715,Madrid,2020-02-20T00:00:00+01:00,pm25,34,µg/m³
3716,Madrid,2020-02-20T00:00:00+01:00,no2,90,µg/m³
3717,Madrid,2020-02-20T00:00:00+01:00,pm25,23,µg/m³
3718,Madrid,2020-02-19T23:00:00+01:00,pm25,36,µg/m³
3719,Madrid,2020-02-19T23:00:00+01:00,no2,101,µg/m³
3720,Madrid,2020-02-19T23:00:00+01:00,pm25,23,µg/m³
3721,Madrid,2020-02-19T22:00:00+01:00,no2,108,µg/m³
3722,Madrid,2020-02-19T22:00:00+01:00,pm25,16,µg/m³
3723,Madrid,2020-02-19T22:00:00+01:00,pm25,31,µg/m³
3724,Madrid,2020-02-19T21:00:00+01:00,no2,106,µg/m³
3725,Madrid,2020-02-19T21:00:00+01:00,pm25,31,µg/m³
3726,Madrid,2020-02-19T21:00:00+01:00,pm25,13,µg/m³
3727,Madrid,2020-02-19T20:00:00+01:00,no2,104,µg/m³
3728,Madrid,2020-02-19T20:00:00+01:00,pm25,14,µg/m³
3729,Madrid,2020-02-19T20:00:00+01:00,pm25,23,µg/m³
3730,Madrid,2020-02-19T19:00:00+01:00,pm25,11,µg/m³
3731,Madrid,2020-02-19T19:00:00+01:00,no2,87,µg/m³
3732,Madrid,2020-02-19T19:00:00+01:00,pm25,23,µg/m³
3733,Madrid,2020-02-19T18:00:00+01:00,pm25,15,µg/m³
3734,Madrid,2020-02-19T18:00:00+01:00,no2,53,µg/m³
3735,Madrid,2020-02-19T18:00:00+01:00,pm25,10,µg/m³
3736,Madrid,2020-02-19T17:00:00+01:00,pm25,13,µg/m³
3737,Madrid,2020-02-19T17:00:00+01:00,no2,39,µg/m³
3738,Madrid,2020-02-19T17:00:00+01:00,pm25,8,µg/m³
3739,Madrid,2020-02-19T16:00:00+01:00,pm25,7,µg/m³
3740,Madrid,2020-02-19T16:00:00+01:00,pm25,11,µg/m³
3741,Madrid,2020-02-19T16:00:00+01:00,no2,36,µg/m³
3742,Madrid,2020-02-19T14:00:00+01:00,no2,20,µg/m³
3743,Madrid,2020-02-19T14:00:00+01:00,pm25,5,µg/m³
3744,Madrid,2020-02-19T12:00:00+01:00,no2,26,µg/m³
3745,Madrid,2020-02-19T12:00:00+01:00,pm25,6,µg/m³
3746,Madrid,2020-02-19T12:00:00+01:00,pm25,12,µg/m³
3747,Madrid,2020-02-19T10:00:00+01:00,pm25,18,µg/m³
3748,Madrid,2020-02-19T10:00:00+01:00,pm25,9,µg/m³
3749,Madrid,2020-02-19T10:00:00+01:00,no2,57,µg/m³
3750,Madrid,2020-02-19T09:00:00+01:00,pm25,3,µg/m³
3751,Madrid,2020-02-19T09:00:00+01:00,no2,65,µg/m³
3752,Madrid,2020-02-19T09:00:00+01:00,pm25,11,µg/m³
3753,Madrid,2020-02-19T08:00:00+01:00,pm25,5,µg/m³
3754,Madrid,2020-02-19T08:00:00+01:00,pm25,3,µg/m³
3755,Madrid,2020-02-19T08:00:00+01:00,no2,48,µg/m³
3756,Madrid,2020-02-19T07:00:00+01:00,no2,26,µg/m³
3757,Madrid,2020-02-19T07:00:00+01:00,pm25,6,µg/m³
3758,Madrid,2020-02-19T07:00:00+01:00,pm25,10,µg/m³
3759,Madrid,2020-02-19T06:00:00+01:00,no2,14,µg/m³
3760,Madrid,2020-02-19T06:00:00+01:00,pm25,8,µg/m³
3761,Madrid,2020-02-19T06:00:00+01:00,pm25,8,µg/m³
3762,Madrid,2020-02-19T02:00:00+01:00,pm25,7,µg/m³
3763,Madrid,2020-02-19T02:00:00+01:00,no2,18,µg/m³
3764,Madrid,2020-02-19T02:00:00+01:00,pm25,4,µg/m³
3765,Madrid,2020-02-19T01:00:00+01:00,pm25,10,µg/m³
3766,Madrid,2020-02-19T01:00:00+01:00,no2,20,µg/m³
3767,Madrid,2020-02-19T01:00:00+01:00,pm25,6,µg/m³
3768,Madrid,2020-02-19T00:00:00+01:00,no2,17,µg/m³
3769,Madrid,2020-02-19T00:00:00+01:00,pm25,6,µg/m³
3770,Madrid,2020-02-19T00:00:00+01:00,pm25,9,µg/m³
3771,Madrid,2020-02-18T23:00:00+01:00,pm25,18,µg/m³
3772,Madrid,2020-02-18T23:00:00+01:00,pm25,11,µg/m³
3773,Madrid,2020-02-18T23:00:00+01:00,no2,44,µg/m³
3774,Madrid,2020-02-18T22:00:00+01:00,pm25,13,µg/m³
3775,Madrid,2020-02-18T22:00:00+01:00,no2,80,µg/m³
3776,Madrid,2020-02-18T22:00:00+01:00,pm25,22,µg/m³
3777,Madrid,2020-02-18T21:00:00+01:00,pm25,10,µg/m³
3778,Madrid,2020-02-18T21:00:00+01:00,pm25,18,µg/m³
3779,Madrid,2020-02-18T21:00:00+01:00,no2,71,µg/m³
3780,Madrid,2020-02-18T20:00:00+01:00,no2,75,µg/m³
3781,Madrid,2020-02-18T20:00:00+01:00,pm25,17,µg/m³
3782,Madrid,2020-02-18T20:00:00+01:00,pm25,11,µg/m³
3783,Madrid,2020-02-18T19:00:00+01:00,pm25,17,µg/m³
3784,Madrid,2020-02-18T19:00:00+01:00,pm25,26,µg/m³
3785,Madrid,2020-02-18T19:00:00+01:00,no2,73,µg/m³
3786,Madrid,2020-02-18T18:00:00+01:00,no2,51,µg/m³
3787,Madrid,2020-02-18T18:00:00+01:00,pm25,21,µg/m³
3788,Madrid,2020-02-18T18:00:00+01:00,pm25,17,µg/m³
3789,Madrid,2020-02-18T17:00:00+01:00,no2,35,µg/m³
3790,Madrid,2020-02-18T17:00:00+01:00,pm25,14,µg/m³
3791,Madrid,2020-02-18T17:00:00+01:00,pm25,18,µg/m³
3792,Madrid,2020-02-18T16:00:00+01:00,pm25,12,µg/m³
3793,Madrid,2020-02-18T16:00:00+01:00,no2,28,µg/m³
3794,Madrid,2020-02-18T16:00:00+01:00,pm25,16,µg/m³
3795,Madrid,2020-02-18T15:00:00+01:00,pm25,13,µg/m³
3796,Madrid,2020-02-18T15:00:00+01:00,no2,28,µg/m³
3797,Madrid,2020-02-18T15:00:00+01:00,pm25,19,µg/m³
3798,Madrid,2020-02-18T14:00:00+01:00,pm25,9,µg/m³
3799,Madrid,2020-02-18T14:00:00+01:00,no2,31,µg/m³
3800,Madrid,2020-02-18T14:00:00+01:00,pm25,11,µg/m³
3801,Madrid,2020-02-18T13:00:00+01:00,no2,30,µg/m³
3802,Madrid,2020-02-18T13:00:00+01:00,pm25,9,µg/m³
3803,Madrid,2020-02-18T12:00:00+01:00,no2,21,µg/m³
3804,Madrid,2020-02-18T12:00:00+01:00,pm25,8,µg/m³
3805,Madrid,2020-02-18T12:00:00+01:00,pm25,19,µg/m³
3806,Madrid,2020-02-18T11:00:00+01:00,no2,29,µg/m³
3807,Madrid,2020-02-18T11:00:00+01:00,pm25,7,µg/m³
3808,Madrid,2020-02-18T11:00:00+01:00,pm25,13,µg/m³
3809,Madrid,2020-02-18T10:00:00+01:00,pm25,12,µg/m³
3810,Madrid,2020-02-18T10:00:00+01:00,no2,38,µg/m³
3811,Madrid,2020-02-18T10:00:00+01:00,pm25,9,µg/m³
3812,Madrid,2020-02-18T09:00:00+01:00,no2,47,µg/m³
3813,Madrid,2020-02-18T09:00:00+01:00,pm25,6,µg/m³
3814,Madrid,2020-02-18T08:00:00+01:00,pm25,6,µg/m³
3815,Madrid,2020-02-18T08:00:00+01:00,pm25,9,µg/m³
3816,Madrid,2020-02-18T08:00:00+01:00,no2,32,µg/m³
3817,Madrid,2020-02-18T07:00:00+01:00,pm25,7,µg/m³
3818,Madrid,2020-02-18T07:00:00+01:00,no2,14,µg/m³
3819,Madrid,2020-02-18T07:00:00+01:00,pm25,4,µg/m³
3820,Madrid,2020-02-18T06:00:00+01:00,no2,8,µg/m³
3821,Madrid,2020-02-18T06:00:00+01:00,pm25,4,µg/m³
3822,Madrid,2020-02-18T06:00:00+01:00,pm25,7,µg/m³
3823,Madrid,2020-02-18T02:00:00+01:00,pm25,9,µg/m³
3824,Madrid,2020-02-18T02:00:00+01:00,no2,19,µg/m³
3825,Madrid,2020-02-18T02:00:00+01:00,pm25,15,µg/m³
3826,Madrid,2020-02-18T01:00:00+01:00,pm25,9,µg/m³
3827,Madrid,2020-02-18T01:00:00+01:00,no2,18,µg/m³
3828,Madrid,2020-02-18T01:00:00+01:00,pm25,16,µg/m³
3829,Madrid,2020-02-18T00:00:00+01:00,pm25,14,µg/m³
3830,Madrid,2020-02-18T00:00:00+01:00,pm25,11,µg/m³
3831,Madrid,2020-02-18T00:00:00+01:00,no2,22,µg/m³
3832,Madrid,2020-02-17T23:00:00+01:00,no2,30,µg/m³
3833,Madrid,2020-02-17T23:00:00+01:00,pm25,20,µg/m³
3834,Madrid,2020-02-17T23:00:00+01:00,pm25,16,µg/m³
3835,Madrid,2020-02-17T22:00:00+01:00,no2,52,µg/m³
3836,Madrid,2020-02-17T22:00:00+01:00,pm25,31,µg/m³
3837,Madrid,2020-02-17T22:00:00+01:00,pm25,17,µg/m³
3838,Madrid,2020-02-17T21:00:00+01:00,pm25,25,µg/m³
3839,Madrid,2020-02-17T21:00:00+01:00,no2,56,µg/m³
3840,Madrid,2020-02-17T21:00:00+01:00,pm25,17,µg/m³
3841,Madrid,2020-02-17T20:00:00+01:00,pm25,5,µg/m³
3842,Madrid,2020-02-17T20:00:00+01:00,no2,57,µg/m³
3843,Madrid,2020-02-17T20:00:00+01:00,pm25,11,µg/m³
3844,Madrid,2020-02-17T19:00:00+01:00,no2,47,µg/m³
3845,Madrid,2020-02-17T19:00:00+01:00,pm25,14,µg/m³
3846,Madrid,2020-02-17T19:00:00+01:00,pm25,10,µg/m³
3847,Madrid,2020-02-17T18:00:00+01:00,pm25,11,µg/m³
3848,Madrid,2020-02-17T18:00:00+01:00,pm25,15,µg/m³
3849,Madrid,2020-02-17T18:00:00+01:00,no2,39,µg/m³
3850,Madrid,2020-02-17T17:00:00+01:00,no2,31,µg/m³
3851,Madrid,2020-02-17T17:00:00+01:00,pm25,19,µg/m³
3852,Madrid,2020-02-17T17:00:00+01:00,pm25,10,µg/m³
3853,Madrid,2020-02-17T16:00:00+01:00,no2,33,µg/m³
3854,Madrid,2020-02-17T16:00:00+01:00,pm25,21,µg/m³
3855,Madrid,2020-02-17T16:00:00+01:00,pm25,14,µg/m³
3856,Madrid,2020-02-17T15:00:00+01:00,no2,34,µg/m³
3857,Madrid,2020-02-17T15:00:00+01:00,pm25,13,µg/m³
3858,Madrid,2020-02-17T14:00:00+01:00,no2,33,µg/m³
3859,Madrid,2020-02-17T14:00:00+01:00,pm25,28,µg/m³
3860,Madrid,2020-02-17T14:00:00+01:00,pm25,15,µg/m³
3861,Madrid,2020-02-17T13:00:00+01:00,pm25,14,µg/m³
3862,Madrid,2020-02-17T13:00:00+01:00,no2,36,µg/m³
3863,Madrid,2020-02-17T12:00:00+01:00,no2,34,µg/m³
3864,Madrid,2020-02-17T12:00:00+01:00,pm25,13,µg/m³
3865,Madrid,2020-02-17T11:00:00+01:00,no2,38,µg/m³
3866,Madrid,2020-02-17T11:00:00+01:00,pm25,13,µg/m³
3867,Madrid,2020-02-17T10:00:00+01:00,no2,42,µg/m³
3868,Madrid,2020-02-17T10:00:00+01:00,pm25,15,µg/m³
3869,Madrid,2020-02-17T10:00:00+01:00,pm25,9,µg/m³
3870,Madrid,2020-02-17T09:00:00+01:00,pm25,12,µg/m³
3871,Madrid,2020-02-17T09:00:00+01:00,no2,44,µg/m³
3872,Madrid,2020-02-17T08:00:00+01:00,pm25,11,µg/m³
3873,Madrid,2020-02-17T08:00:00+01:00,no2,43,µg/m³
3874,Madrid,2020-02-17T08:00:00+01:00,pm25,12,µg/m³
3875,Madrid,2020-02-17T07:00:00+01:00,no2,22,µg/m³
3876,Madrid,2020-02-17T07:00:00+01:00,pm25,12,µg/m³
3877,Madrid,2020-02-17T07:00:00+01:00,pm25,12,µg/m³
3878,Madrid,2020-02-17T06:00:00+01:00,pm25,9,µg/m³
3879,Madrid,2020-02-17T06:00:00+01:00,pm25,15,µg/m³
3880,Madrid,2020-02-17T06:00:00+01:00,no2,17,µg/m³
3881,Madrid,2020-02-17T02:00:00+01:00,no2,41,µg/m³
3882,Madrid,2020-02-17T02:00:00+01:00,pm25,12,µg/m³
3883,Madrid,2020-02-17T02:00:00+01:00,pm25,17,µg/m³
3884,Madrid,2020-02-17T01:00:00+01:00,pm25,11,µg/m³
3885,Madrid,2020-02-17T01:00:00+01:00,no2,36,µg/m³
3886,Madrid,2020-02-17T01:00:00+01:00,pm25,18,µg/m³
3887,Madrid,2020-02-17T00:00:00+01:00,pm25,12,µg/m³
3888,Madrid,2020-02-17T00:00:00+01:00,no2,44,µg/m³
3889,Madrid,2020-02-17T00:00:00+01:00,pm25,19,µg/m³
3890,Madrid,2020-02-16T23:00:00+01:00,pm25,10,µg/m³
3891,Madrid,2020-02-16T23:00:00+01:00,no2,43,µg/m³
3892,Madrid,2020-02-16T22:00:00+01:00,no2,54,µg/m³
3893,Madrid,2020-02-16T22:00:00+01:00,pm25,13,µg/m³
3894,Madrid,2020-02-16T22:00:00+01:00,pm25,15,µg/m³
3895,Madrid,2020-02-16T21:00:00+01:00,no2,60,µg/m³
3896,Madrid,2020-02-16T21:00:00+01:00,pm25,10,µg/m³
3897,Madrid,2020-02-16T21:00:00+01:00,pm25,5,µg/m³
3898,Madrid,2020-02-16T20:00:00+01:00,pm25,8,µg/m³
3899,Madrid,2020-02-16T20:00:00+01:00,pm25,14,µg/m³
3900,Madrid,2020-02-16T20:00:00+01:00,no2,59,µg/m³
3901,Madrid,2020-02-16T19:00:00+01:00,no2,36,µg/m³
3902,Madrid,2020-02-16T19:00:00+01:00,pm25,9,µg/m³
3903,Madrid,2020-02-16T19:00:00+01:00,pm25,11,µg/m³
3904,Madrid,2020-02-16T18:00:00+01:00,pm25,10,µg/m³
3905,Madrid,2020-02-16T18:00:00+01:00,no2,22,µg/m³
3906,Madrid,2020-02-16T18:00:00+01:00,pm25,17,µg/m³
3907,Madrid,2020-02-16T17:00:00+01:00,no2,17,µg/m³
3908,Madrid,2020-02-16T17:00:00+01:00,pm25,19,µg/m³
3909,Madrid,2020-02-16T17:00:00+01:00,pm25,12,µg/m³
3910,Madrid,2020-02-16T16:00:00+01:00,pm25,14,µg/m³
3911,Madrid,2020-02-16T16:00:00+01:00,pm25,18,µg/m³
3912,Madrid,2020-02-16T16:00:00+01:00,no2,19,µg/m³
3913,Madrid,2020-02-16T15:00:00+01:00,pm25,22,µg/m³
3914,Madrid,2020-02-16T15:00:00+01:00,no2,20,µg/m³
3915,Madrid,2020-02-16T15:00:00+01:00,pm25,27,µg/m³
3916,Madrid,2020-02-16T14:00:00+01:00,no2,32,µg/m³
3917,Madrid,2020-02-16T14:00:00+01:00,pm25,27,µg/m³
3918,Madrid,2020-02-16T14:00:00+01:00,pm25,31,µg/m³
3919,Madrid,2020-02-16T13:00:00+01:00,no2,33,µg/m³
3920,Madrid,2020-02-16T13:00:00+01:00,pm25,31,µg/m³
3921,Madrid,2020-02-16T13:00:00+01:00,pm25,25,µg/m³
3922,Madrid,2020-02-16T12:00:00+01:00,pm25,31,µg/m³
3923,Madrid,2020-02-16T12:00:00+01:00,pm25,39,µg/m³
3924,Madrid,2020-02-16T12:00:00+01:00,no2,37,µg/m³
3925,Madrid,2020-02-16T11:00:00+01:00,no2,42,µg/m³
3926,Madrid,2020-02-16T11:00:00+01:00,pm25,42,µg/m³
