,city,local,parameter,value,unit
3165,Madrid,2020-02-28T16:00:00+01:00,pm25,22,µg/m³
3166,Madrid,2020-02-28T15:00:00+01:00,pm25,20,µg/m³
3167,Madrid,2020-02-28T15:00:00+01:00,pm25,69,µg/m³
3168,Madrid,2020-02-28T15:00:00+01:00,no2,55,µg/m³
3169,Madrid,2020-02-28T14:00:00+01:00,pm25,54,µg/m³
3170,Madrid,2020-02-28T14:00:00+01:00,no2,48,µg/m³
3171,Madrid,2020-02-28T14:00:00+01:00,pm25,18,µg/m³
3172,Madrid,2020-02-28T13:00:00+01:00,no2,43,µg/m³
3173,Madrid,2020-02-28T13:00:00+01:00,pm25,26,µg/m³
3174,Madrid,2020-02-28T13:00:00+01:00,pm25,76,µg/m³
3175,Madrid,2020-02-28T12:00:00+01:00,pm25,26,µg/m³
3176,Madrid,2020-02-28T12:00:00+01:00,no2,71,µg/m³
3177,Madrid,2020-02-28T12:00:00+01:00,pm25,78,µg/m³
3178,Madrid,2020-02-28T11:00:00+01:00,pm25,80,µg/m³
3179,Madrid,2020-02-28T11:00:00+01:00,no2,68,µg/m³
3180,Madrid,2020-02-28T11:00:00+01:00,pm25,24,µg/m³
3181,Madrid,2020-02-28T10:00:00+01:00,pm25,71,µg/m³
3182,Madrid,2020-02-28T10:00:00+01:00,no2,82,µg/m³
3183,Madrid,2020-02-28T10:00:00+01:00,pm25,26,µg/m³
3184,Madrid,2020-02-28T09:00:00+01:00,no2,82,µg/m³
3185,Madrid,2020-02-28T09:00:00+01:00,pm25,60,µg/m³
3186,Madrid,2020-02-28T09:00:00+01:00,pm25,24,µg/m³
3187,Madrid,2020-02-28T08:00:00+01:00,pm25,18,µg/m³
3188,Madrid,2020-02-28T08:00:00+01:00,pm25,57,µg/m³
3189,Madrid,2020-02-28T08:00:00+01:00,no2,78,µg/m³
3190,Madrid,2020-02-28T07:00:00+01:00,pm25,45,µg/m³
3191,Madrid,2020-02-28T07:00:00+01:00,no2,59,µg/m³
3192,Madrid,2020-02-28T07:00:00+01:00,pm25,15,µg/m³
3193,Madrid,2020-02-28T06:00:00+01:00,pm25,14,µg/m³
3194,Madrid,2020-02-28T06:00:00+01:00,no2,49,µg/m³
3195,Madrid,2020-02-28T06:00:00+01:00,pm25,40,µg/m³
3196,Madrid,2020-02-28T02:00:00+01:00,no2,14,µg/m³
3197,Madrid,2020-02-28T02:00:00+01:00,pm25,58,µg/m³
3198,Madrid,2020-02-28T02:00:00+01:00,pm25,16,µg/m³
3199,Madrid,2020-02-28T01:00:00+01:00,pm25,21,µg/m³
3200,Madrid,2020-02-28T01:00:00+01:00,pm25,75,µg/m³
3201,Madrid,2020-02-28T01:00:00+01:00,no2,17,µg/m³
3202,Madrid,2020-02-28T00:00:00+01:00,pm25,104,µg/m³
3203,Madrid,2020-02-28T00:00:00+01:00,pm25,24,µg/m³
3204,Madrid,2020-02-28T00:00:00+01:00,no2,26,µg/m³
3205,Madrid,2020-02-27T23:00:00+01:00,no2,37,µg/m³
3206,Madrid,2020-02-27T23:00:00+01:00,pm25,109,µg/m³
3207,Madrid,2020-02-27T23:00:00+01:00,pm25,22,µg/m³
3208,Madrid,2020-02-27T22:00:00+01:00,pm25,153,µg/m³
3209,Madrid,2020-02-27T22:00:00+01:00,pm25,33,µg/m³
3210,Madrid,2020-02-27T22:00:00+01:00,no2,44,µg/m³
3211,Madrid,2020-02-27T21:00:00+01:00,pm25,36,µg/m³
3212,Madrid,2020-02-27T21:00:00+01:00,pm25,178,µg/m³
3213,Madrid,2020-02-27T21:00:00+01:00,no2,48,µg/m³
3214,Madrid,2020-02-27T20:00:00+01:00,pm25,204,µg/m³
3215,Madrid,2020-02-27T20:00:00+01:00,no2,45,µg/m³
3216,Madrid,2020-02-27T20:00:00+01:00,pm25,42,µg/m³
3217,Madrid,2020-02-27T19:00:00+01:00,no2,38,µg/m³
3218,Madrid,2020-02-27T19:00:00+01:00,pm25,226,µg/m³
3219,Madrid,2020-02-27T19:00:00+01:00,pm25,48,µg/m³
3220,Madrid,2020-02-27T18:00:00+01:00,pm25,56,µg/m³
3221,Madrid,2020-02-27T18:00:00+01:00,no2,36,µg/m³
3222,Madrid,2020-02-27T18:00:00+01:00,pm25,242,µg/m³
3223,Madrid,2020-02-27T17:00:00+01:00,no2,30,µg/m³
3224,Madrid,2020-02-27T17:00:00+01:00,pm25,230,µg/m³
3225,Madrid,2020-02-27T17:00:00+01:00,pm25,59,µg/m³
3226,Madrid,2020-02-27T16:00:00+01:00,pm25,54,µg/m³
3227,Madrid,2020-02-27T16:00:00+01:00,pm25,198,µg/m³
3228,Madrid,2020-02-27T16:00:00+01:00,no2,24,µg/m³
3229,Madrid,2020-02-27T15:00:00+01:00,no2,22,µg/m³
3230,Madrid,2020-02-27T15:00:00+01:00,pm25,130,µg/m³
3231,Madrid,2020-02-27T15:00:00+01:00,pm25,33,µg/m³
3232,Madrid,2020-02-27T14:00:00+01:00,no2,21,µg/m³
3233,Madrid,2020-02-27T14:00:00+01:00,pm25,18,µg/m³
3234,Madrid,2020-02-27T14:00:00+01:00,pm25,79,µg/m³
3235,Madrid,2020-02-27T13:00:00+01:00,no2,28,µg/m³
3236,Madrid,2020-02-27T13:00:00+01:00,pm25,41,µg/m³
3237,Madrid,2020-02-27T13:00:00+01:00,pm25,13,µg/m³
3238,Madrid,2020-02-27T12:00:00+01:00,pm25,8,µg/m³
3239,Madrid,2020-02-27T12:00:00+01:00,no2,23,µg/m³
3240,Madrid,2020-02-27T12:00:00+01:00,pm25,29,µg/m³
3241,Madrid,2020-02-27T11:00:00+01:00,pm25,19,µg/m³
3242,Madrid,2020-02-27T11:00:00+01:00,no2,36,µg/m³
3243,Madrid,2020-02-27T11:00:00+01:00,pm25,7,µg/m³
3244,Madrid,2020-02-27T10:00:00+01:00,pm25,16,µg/m³
3245,Madrid,2020-02-27T10:00:00+01:00,no2,52,µg/m³
3246,Madrid,2020-02-27T10:00:00+01:00,pm25,8,µg/m³
3247,Madrid,2020-02-27T09:00:00+01:00,no2,61,µg/m³
3248,Madrid,2020-02-27T09:00:00+01:00,pm25,12,µg/m³
3249,Madrid,2020-02-27T09:00:00+01:00,pm25,6,µg/m³
3250,Madrid,2020-02-27T08:00:00+01:00,pm25,7,µg/m³
3251,Madrid,2020-02-27T08:00:00+01:00,pm25,3,µg/m³
3252,Madrid,2020-02-27T08:00:00+01:00,no2,49,µg/m³
3253,Madrid,2020-02-27T07:00:00+01:00,pm25,1,µg/m³
3254,Madrid,2020-02-27T07:00:00+01:00,no2,29,µg/m³
3255,Madrid,2020-02-27T07:00:00+01:00,pm25,3,µg/m³
3256,Madrid,2020-02-27T06:00:00+01:00,no2,15,µg/m³
3257,Madrid,2020-02-27T06:00:00+01:00,pm25,1,µg/m³
3258,Madrid,2020-02-27T06:00:00+01:00,pm25,5,µg/m³
3259,Madrid,2020-02-27T02:00:00+01:00,pm25,4,µg/m³
3260,Madrid,2020-02-27T02:00:00+01:00,no2,14,µg/m³
3261,Madrid,2020-02-27T02:00:00+01:00,pm25,13,µg/m³
3262,Madrid,2020-02-27T01:00:00+01:00,no2,14,µg/m³
3263,Madrid,2020-02-27T01:00:00+01:00,pm25,15,µg/m³
3264,Madrid,2020-02-27T01:00:00+01:00,pm25,6,µg/m³
3265,Madrid,2020-02-27T00:00:00+01:00,no2,34,µg/m³
3266,Madrid,2020-02-27T00:00:00+01:00,pm25,5,µg/m³
3267,Madrid,2020-02-27T00:00:00+01:00,pm25,8,µg/m³
3268,Madrid,2020-02-26T23:00:00+01:00,no2,26,µg/m³
3269,Madrid,2020-02-26T23:00:00+01:00,pm25,13,µg/m³
3270,Madrid,2020-02-26T23:00:00+01:00,pm25,7,µg/m³
3271,Madrid,2020-02-26T22:00:00+01:00,pm25,4,µg/m³
3272,Madrid,2020-02-26T22:00:00+01:00,no2,37,µg/m³
3273,Madrid,2020-02-26T22:00:00+01:00,pm25,17,µg/m³
3274,Madrid,2020-02-26T21:00:00+01:00,pm25,10,µg/m³
3275,Madrid,2020-02-26T21:00:00+01:00,pm25,7,µg/m³
3276,Madrid,2020-02-26T21:00:00+01:00,no2,50,µg/m³
3277,Madrid,2020-02-26T20:00:00+01:00,pm25,9,µg/m³
3278,Madrid,2020-02-26T20:00:00+01:00,pm25,6,µg/m³
3279,Madrid,2020-02-26T20:00:00+01:00,no2,44,µg/m³
3280,Madrid,2020-02-26T19:00:00+01:00,no2,41,µg/m³
3281,Madrid,2020-02-26T19:00:00+01:00,pm25,8,µg/m³
3282,Madrid,2020-02-26T19:00:00+01:00,pm25,16,µg/m³
3283,Madrid,2020-02-26T18:00:00+01:00,pm25,6,µg/m³
3284,Madrid,2020-02-26T18:00:00+01:00,no2,33,µg/m³
3285,Madrid,2020-02-26T18:00:00+01:00,pm25,15,µg/m³
3286,Madrid,2020-02-26T17:00:00+01:00,pm25,14,µg/m³
3287,Madrid,2020-02-26T17:00:00+01:00,no2,27,µg/m³
3288,Madrid,2020-02-26T17:00:00+01:00,pm25,5,µg/m³
3289,Madrid,2020-02-26T16:00:00+01:00,pm25,5,µg/m³
3290,Madrid,2020-02-26T16:00:00+01:00,pm25,11,µg/m³
3291,Madrid,2020-02-26T16:00:00+01:00,no2,23,µg/m³
3292,Madrid,2020-02-26T15:00:00+01:00,pm25,5,µg/m³
3293,Madrid,2020-02-26T15:00:00+01:00,pm25,14,µg/m³
3294,Madrid,2020-02-26T15:00:00+01:00,no2,20,µg/m³
3295,Madrid,2020-02-26T14:00:00+01:00,pm25,12,µg/m³
3296,Madrid,2020-02-26T14:00:00+01:00,pm25,4,µg/m³
3297,Madrid,2020-02-26T14:00:00+01:00,no2,23,µg/m³
3298,Madrid,2020-02-26T13:00:00+01:00,pm25,16,µg/m³
3299,Madrid,2020-02-26T13:00:00+01:00,pm25,8,µg/m³
3300,Madrid,2020-02-26T13:00:00+01:00,no2,25,µg/m³
3301,Madrid,2020-02-26T12:00:00+01:00,pm25,13,µg/m³
3302,Madrid,2020-02-26T12:00:00+01:00,pm25,6,µg/m³
3303,Madrid,2020-02-26T12:00:00+01:00,no2,28,µg/m³
3304,Madrid,2020-02-26T11:00:00+01:00,pm25,5,µg/m³
3305,Madrid,2020-02-26T11:00:00+01:00,no2,32,µg/m³
3306,Madrid,2020-02-26T11:00:00+01:00,pm25,13,µg/m³
3307,Madrid,2020-02-26T10:00:00+01:00,no2,42,µg/m³
3308,Madrid,2020-02-26T10:00:00+01:00,pm25,6,µg/m³
3309,Madrid,2020-02-26T10:00:00+01:00,pm25,15,µg/m³
3310,Madrid,2020-02-26T09:00:00+01:00,no2,50,µg/m³
3311,Madrid,2020-02-26T09:00:00+01:00,pm25,6,µg/m³
3312,Madrid,2020-02-26T09:00:00+01:00,pm25,11,µg/m³
3313,Madrid,2020-02-26T08:00:00+01:00,pm25,11,µg/m³
3314,Madrid,2020-02-26T08:00:00+01:00,pm25,8,µg/m³
3315,Madrid,2020-02-26T08:00:00+01:00,no2,39,µg/m³
3316,Madrid,2020-02-26T07:00:00+01:00,pm25,4,µg/m³
3317,Madrid,2020-02-26T07:00:00+01:00,no2,17,µg/m³
3318,Madrid,2020-02-26T07:00:00+01:00,pm25,5,µg/m³
3319,Madrid,2020-02-26T06:00:00+01:00,no2,6,µg/m³
3320,Madrid,2020-02-26T06:00:00+01:00,pm25,3,µg/m³
3321,Madrid,2020-02-26T06:00:00+01:00,pm25,4,µg/m³
3322,Madrid,2020-02-26T02:00:00+01:00,no2,7,µg/m³
3323,Madrid,2020-02-26T02:00:00+01:00,pm25,11,µg/m³
3324,Madrid,2020-02-26T02:00:00+01:00,pm25,3,µg/m³
3325,Madrid,2020-02-26T01:00:00+01:00,pm25,4,µg/m³
3326,Madrid,2020-02-26T01:00:00+01:00,pm25,12,µg/m³
3327,Madrid,2020-02-26T01:00:00+01:00,no2,13,µg/m³
3328,Madrid,2020-02-26T00:00:00+01:00,no2,23,µg/m³
3329,Madrid,2020-02-26T00:00:00+01:00,pm25,8,µg/m³
3330,Madrid,2020-02-26T00:00:00+01:00,pm25,4,µg/m³
3331,Madrid,2020-02-25T23:00:00+01:00,pm25,9,µg/m³
3332,Madrid,2020-02-25T23:00:00+01:00,pm25,5,µg/m³
3333,Madrid,2020-02-25T23:00:00+01:00,no2,23,µg/m³
3334,Madrid,2020-02-25T22:00:00+01:00,pm25,19,µg/m³
3335,Madrid,2020-02-25T22:00:00+01:00,no2,35,µg/m³
3336,Madrid,2020-02-25T22:00:00+01:00,pm25,9,µg/m³
3337,Madrid,2020-02-25T21:00:00+01:00,pm25,8,µg/m³
3338,Madrid,2020-02-25T21:00:00+01:00,no2,60,µg/m³
3339,Madrid,2020-02-25T21:00:00+01:00,pm25,18,µg/m³
3340,Madrid,2020-02-25T20:00:00+01:00,no2,52,µg/m³
3341,Madrid,2020-02-25T20:00:00+01:00,pm25,7,µg/m³
3342,Madrid,2020-02-25T20:00:00+01:00,pm25,11,µg/m³
3343,Madrid,2020-02-25T19:00:00+01:00,pm25,8,µg/m³
3344,Madrid,2020-02-25T19:00:00+01:00,pm25,14,µg/m³
3345,Madrid,2020-02-25T19:00:00+01:00,no2,41,µg/m³
3346,Madrid,2020-02-25T18:00:00+01:00,pm25,7,µg/m³
3347,Madrid,2020-02-25T18:00:00+01:00,pm25,15,µg/m³
3348,Madrid,2020-02-25T18:00:00+01:00,no2,33,µg/m³
3349,Madrid,2020-02-25T17:00:00+01:00,pm25,15,µg/m³
3350,Madrid,2020-02-25T17:00:00+01:00,no2,26,µg/m³
3351,Madrid,2020-02-25T17:00:00+01:00,pm25,6,µg/m³
3352,Madrid,2020-02-25T15:00:00+01:00,pm25,14,µg/m³
3353,Madrid,2020-02-25T15:00:00+01:00,pm25,2,µg/m³
3354,Madrid,2020-02-25T15:00:00+01:00,no2,30,µg/m³
3355,Madrid,2020-02-25T14:00:00+01:00,pm25,4,µg/m³
3356,Madrid,2020-02-25T14:00:00+01:00,pm25,16,µg/m³
3357,Madrid,2020-02-25T14:00:00+01:00,no2,38,µg/m³
3358,Madrid,2020-02-25T13:00:00+01:00,pm25,9,µg/m³
3359,Madrid,2020-02-25T13:00:00+01:00,pm25,19,µg/m³
3360,Madrid,2020-02-25T13:00:00+01:00,no2,44,µg/m³
3361,Madrid,2020-02-25T12:00:00+01:00,no2,60,µg/m³
3362,Madrid,2020-02-25T12:00:00+01:00,pm25,23,µg/m³
3363,Madrid,2020-02-25T12:00:00+01:00,pm25,41,µg/m³
3364,Madrid,2020-02-25T11:00:00+01:00,pm25,21,µg/m³
3365,Madrid,2020-02-25T11:00:00+01:00,pm25,44,µg/m³
3366,Madrid,2020-02-25T11:00:00+01:00,no2,111,µg/m³
3367,Madrid,2020-02-25T10:00:00+01:00,no2,111,µg/m³
3368,Madrid,2020-02-25T10:00:00+01:00,pm25,31,µg/m³
3369,Madrid,2020-02-25T10:00:00+01:00,pm25,55,µg/m³
3370,Madrid,2020-02-25T09:00:00+01:00,no2,108,µg/m³
3371,Madrid,2020-02-25T09:00:00+01:00,pm25,22,µg/m³
3372,Madrid,2020-02-25T09:00:00+01:00,pm25,35,µg/m³
3373,Madrid,2020-02-25T08:00:00+01:00,pm25,20,µg/m³
3374,Madrid,2020-02-25T08:00:00+01:00,no2,100,µg/m³
3375,Madrid,2020-02-25T08:00:00+01:00,pm25,27,µg/m³
3376,Madrid,2020-02-25T07:00:00+01:00,no2,68,µg/m³
3377,Madrid,2020-02-25T07:00:00+01:00,pm25,11,µg/m³
3378,Madrid,2020-02-25T07:00:00+01:00,pm25,14,µg/m³
3379,Madrid,2020-02-25T06:00:00+01:00,no2,53,µg/m³
3380,Madrid,2020-02-25T06:00:00+01:00,pm25,14,µg/m³
3381,Madrid,2020-02-25T06:00:00+01:00,pm25,23,µg/m³
3382,Madrid,2020-02-25T02:00:00+01:00,no2,84,µg/m³
3383,Madrid,2020-02-25T02:00:00+01:00,pm25,17,µg/m³
3384,Madrid,2020-02-25T02:00:00+01:00,pm25,25,µg/m³
3385,Madrid,2020-02-25T01:00:00+01:00,pm25,27,µg/m³
3386,Madrid,2020-02-25T01:00:00+01:00,pm25,19,µg/m³
3387,Madrid,2020-02-25T01:00:00+01:00,no2,83,µg/m³
3388,Madrid,2020-02-25T00:00:00+01:00,pm25,22,µg/m³
3389,Madrid,2020-02-25T00:00:00+01:00,no2,91,µg/m³
3390,Madrid,2020-02-25T00:00:00+01:00,pm25,16,µg/m³
3391,Madrid,2020-02-24T23:00:00+01:00,no2,83,µg/m³
3392,Madrid,2020-02-24T23:00:00+01:00,pm25,26,µg/m³
3393,Madrid,2020-02-24T23:00:00+01:00,pm25,19,µg/m³
3394,Madrid,2020-02-24T22:00:00+01:00,pm25,31,µg/m³
3395,Madrid,2020-02-24T22:00:00+01:00,no2,83,µg/m³
3396,Madrid,2020-02-24T22:00:00+01:00,pm25,22,µg/m³
3397,Madrid,2020-02-24T21:00:00+01:00,pm25,23,µg/m³
3398,Madrid,2020-02-24T21:00:00+01:00,no2,95,µg/m³
3399,Madrid,2020-02-24T21:00:00+01:00,pm25,15,µg/m³
3400,Madrid,2020-02-24T20:00:00+01:00,pm25,14,µg/m³
3401,Madrid,2020-02-24T20:00:00+01:00,pm25,8,µg/m³
3402,Madrid,2020-02-24T20:00:00+01:00,no2,97,µg/m³
3403,Madrid,2020-02-24T19:00:00+01:00,pm25,10,µg/m³
3404,Madrid,2020-02-24T19:00:00+01:00,pm25,20,µg/m³
3405,Madrid,2020-02-24T19:00:00+01:00,no2,69,µg/m³
3406,Madrid,2020-02-24T18:00:00+01:00,no2,44,µg/m³
3407,Madrid,2020-02-24T18:00:00+01:00,pm25,20,µg/m³
3408,Madrid,2020-02-24T18:00:00+01:00,pm25,12,µg/m³
3409,Madrid,2020-02-24T17:00:00+01:00,pm25,19,µg/m³
3410,Madrid,2020-02-24T17:00:00+01:00,pm25,15,µg/m³
3411,Madrid,2020-02-24T17:00:00+01:00,no2,44,µg/m³
3412,Madrid,2020-02-24T16:00:00+01:00,pm25,31,µg/m³
3413,Madrid,2020-02-24T16:00:00+01:00,pm25,17,µg/m³
3414,Madrid,2020-02-24T16:00:00+01:00,no2,42,µg/m³
3415,Madrid,2020-02-24T15:00:00+01:00,pm25,24,µg/m³
3416,Madrid,2020-02-24T15:00:00+01:00,pm25,43,µg/m³
3417,Madrid,2020-02-24T15:00:00+01:00,no2,73,µg/m³
3418,Madrid,2020-02-24T14:00:00+01:00,pm25,25,µg/m³
3419,Madrid,2020-02-24T14:00:00+01:00,no2,79,µg/m³
3420,Madrid,2020-02-24T14:00:00+01:00,pm25,44,µg/m³
3421,Madrid,2020-02-24T13:00:00+01:00,pm25,25,µg/m³
3422,Madrid,2020-02-24T13:00:00+01:00,pm25,47,µg/m³
3423,Madrid,2020-02-24T13:00:00+01:00,no2,100,µg/m³
3424,Madrid,2020-02-24T12:00:00+01:00,pm25,13,µg/m³
3425,Madrid,2020-02-24T12:00:00+01:00,pm25,30,µg/m³
3426,Madrid,2020-02-24T12:00:00+01:00,no2,90,µg/m³
3427,Madrid,2020-02-24T11:00:00+01:00,pm25,12,µg/m³
3428,Madrid,2020-02-24T11:00:00+01:00,no2,66,µg/m³
3429,Madrid,2020-02-24T11:00:00+01:00,pm25,25,µg/m³
3430,Madrid,2020-02-24T10:00:00+01:00,no2,72,µg/m³
3431,Madrid,2020-02-24T10:00:00+01:00,pm25,11,µg/m³
3432,Madrid,2020-02-24T10:00:00+01:00,pm25,23,µg/m³
3433,Madrid,2020-02-24T09:00:00+01:00,pm25,5,µg/m³
3434,Madrid,2020-02-24T09:00:00+01:00,no2,75,µg/m³
3435,Madrid,2020-02-24T09:00:00+01:00,pm25,17,µg/m³
3436,Madrid,2020-02-24T08:00:00+01:00,pm25,7,µg/m³
3437,Madrid,2020-02-24T08:00:00+01:00,pm25,13,µg/m³
3438,Madrid,2020-02-24T08:00:00+01:00,no2,65,µg/m³
3439,Madrid,2020-02-24T07:00:00+01:00,pm25,8,µg/m³
3440,Madrid,2020-02-24T07:00:00+01:00,pm25,16,µg/m³
3441,Madrid,2020-02-24T07:00:00+01:00,no2,33,µg/m³
3442,Madrid,2020-02-24T06:00:00+01:00,pm25,4,µg/m³
3443,Madrid,2020-02-24T06:00:00+01:00,no2,24,µg/m³
3444,Madrid,2020-02-24T06:00:00+01:00,pm25,5,µg/m³
3445,Madrid,2020-02-24T02:00:00+01:00,pm25,11,µg/m³
3446,Madrid,2020-02-24T02:00:00+01:00,no2,22,µg/m³
3447,Madrid,2020-02-24T02:00:00+01:00,pm25,16,µg/m³
3448,Madrid,2020-02-24T01:00:00+01:00,no2,40,µg/m³
3449,Madrid,2020-02-24T01:00:00+01:00,pm25,19,µg/m³
3450,Madrid,2020-02-24T01:00:00+01:00,pm25,12,µg/m³
3451,Madrid,2020-02-24T00:00:00+01:00,pm25,18,µg/m³
3452,Madrid,2020-02-24T00:00:00+01:00,pm25,27,µg/m³
3453,Madrid,2020-02-24T00:00:00+01:00,no2,105,µg/m³
3454,Madrid,2020-02-23T23:00:00+01:00,no2,116,µg/m³
3455,Madrid,2020-02-23T23:00:00+01:00,pm25,26,µg/m³
3456,Madrid,2020-02-23T23:00:00+01:00,pm25,19,µg/m³
3457,Madrid,2020-02-23T22:00:00+01:00,no2,115,µg/m³
3458,Madrid,2020-02-23T22:00:00+01:00,pm25,26,µg/m³
3459,Madrid,2020-02-23T22:00:00+01:00,pm25,16,µg/m³
3460,Madrid,2020-02-23T21:00:00+01:00,pm25,18,µg/m³
3461,Madrid,2020-02-23T21:00:00+01:00,no2,124,µg/m³
3462,Madrid,2020-02-23T21:00:00+01:00,pm25,29,µg/m³
3463,Madrid,2020-02-23T20:00:00+01:00,pm25,16,µg/m³
3464,Madrid,2020-02-23T20:00:00+01:00,no2,127,µg/m³
3465,Madrid,2020-02-23T20:00:00+01:00,pm25,20,µg/m³
3466,Madrid,2020-02-23T19:00:00+01:00,no2,79,µg/m³
3467,Madrid,2020-02-23T19:00:00+01:00,pm25,9,µg/m³
3468,Madrid,2020-02-23T19:00:00+01:00,pm25,14,µg/m³
3469,Madrid,2020-02-23T18:00:00+01:00,no2,50,µg/m³
3470,Madrid,2020-02-23T18:00:00+01:00,pm25,13,µg/m³
3471,Madrid,2020-02-23T18:00:00+01:00,pm25,20,µg/m³
3472,Madrid,2020-02-23T17:00:00+01:00,no2,30,µg/m³
3473,Madrid,2020-02-23T17:00:00+01:00,pm25,24,µg/m³
3474,Madrid,2020-02-23T17:00:00+01:00,pm25,12,µg/m³
3475,Madrid,2020-02-23T16:00:00+01:00,no2,32,µg/m³
3476,Madrid,2020-02-23T16:00:00+01:00,pm25,16,µg/m³
3477,Madrid,2020-02-23T16:00:00+01:00,pm25,11,µg/m³
3478,Madrid,2020-02-23T15:00:00+01:00,pm25,27,µg/m³
3479,Madrid,2020-02-23T15:00:00+01:00,pm25,16,µg/m³
3480,Madrid,2020-02-23T15:00:00+01:00,no2,34,µg/m³
3481,Madrid,2020-02-23T14:00:00+01:00,pm25,25,µg/m³
3482,Madrid,2020-02-23T14:00:00+01:00,pm25,14,µg/m³
3483,Madrid,2020-02-23T14:00:00+01:00,no2,53,µg/m³
3484,Madrid,2020-02-23T13:00:00+01:00,pm25,10,µg/m³
3485,Madrid,2020-02-23T13:00:00+01:00,no2,43,µg/m³
3486,Madrid,2020-02-23T13:00:00+01:00,pm25,15,µg/m³
3487,Madrid,2020-02-23T12:00:00+01:00,pm25,7,µg/m³
3488,Madrid,2020-02-23T12:00:00+01:00,pm25,13,µg/m³
3489,Madrid,2020-02-23T12:00:00+01:00,no2,38,µg/m³
3490,Madrid,2020-02-23T11:00:00+01:00,pm25,13,µg/m³
3491,Madrid,2020-02-23T11:00:00+01:00,pm25,8,µg/m³
3492,Madrid,2020-02-23T11:00:00+01:00,no2,28,µg/m³
3493,Madrid,2020-02-23T10:00:00+01:00,no2,26,µg/m³
3494,Madrid,2020-02-23T10:00:00+01:00,pm25,7,µg/m³
3495,Madrid,2020-02-23T10:00:00+01:00,pm25,12,µg/m³
3496,Madrid,2020-02-23T09:00:00+01:00,pm25,5,µg/m³
3497,Madrid,2020-02-23T09:00:00+01:00,pm25,5,µg/m³
3498,Madrid,2020-02-23T09:00:00+01:00,no2,32,µg/m³
3499,Madrid,2020-02-23T08:00:00+01:00,no2,20,µg/m³
3500,Madrid,2020-02-23T08:00:00+01:00,pm25,3,µg/m³
3501,Madrid,2020-02-23T08:00:00+01:00,pm25,5,µg/m³
3502,Madrid,2020-02-23T07:00:00+01:00,no2,15,µg/m³
3503,Madrid,2020-02-23T07:00:00+01:00,pm25,7,µg/m³
3504,Madrid,2020-02-23T07:00:00+01:00,pm25,11,µg/m³
3505,Madrid,2020-02-23T06:00:00+01:00,no2,12,µg/m³
3506,Madrid,2020-02-23T06:00:00+01:00,pm25,3,µg/m³
3507,Madrid,2020-02-23T06:00:00+01:00,pm25,5,µg/m³
3508,Madrid,2020-02-23T02:00:00+01:00,pm25,9,µg/m³
3509,Madrid,2020-02-23T02:00:00+01:00,pm25,15,µg/m³
3510,Madrid,2020-02-23T02:00:00+01:00,no2,23,µg/m³
3511,Madrid,2020-02-23T01:00:00+01:00,no2,32,µg/m³
3512,Madrid,2020-02-23T01:00:00+01:00,pm25,22,µg/m³
3513,Madrid,2020-02-23T01:00:00+01:00,pm25,12,µg/m³
3514,Madrid,2020-02-23T00:00:00+01:00,pm25,42,µg/m³
3515,Madrid,2020-02-23T00:00:00+01:00,pm25,25,µg/m³
3516,Madrid,2020-02-23T00:00:00+01:00,no2,76,µg/m³
3517,Madrid,2020-02-22T23:00:00+01:00,pm25,46,µg/m³
3518,Madrid,2020-02-22T23:00:00+01:00,pm25,28,µg/m³
3519,Madrid,2020-02-22T23:00:00+01:00,no2,123,µg/m³
3520,Madrid,2020-02-22T22:00:00+01:00,pm25,43,µg/m³
3521,Madrid,2020-02-22T22:00:00+01:00,pm25,23,µg/m³
3522,Madrid,2020-02-22T22:00:00+01:00,no2,136,µg/m³
3523,Madrid,2020-02-22T21:00:00+01:00,pm25,43,µg/m³
3524,Madrid,2020-02-22T21:00:00+01:00,no2,133,µg/m³
3525,Madrid,2020-02-22T21:00:00+01:00,pm25,20,µg/m³
3526,Madrid,2020-02-22T20:00:00+01:00,no2,117,µg/m³
3527,Madrid,2020-02-22T20:00:00+01:00,pm25,16,µg/m³
3528,Madrid,2020-02-22T20:00:00+01:00,pm25,28,µg/m³
3529,Madrid,2020-02-22T19:00:00+01:00,pm25,26,µg/m³
3530,Madrid,2020-02-22T19:00:00+01:00,pm25,15,µg/m³
3531,Madrid,2020-02-22T19:00:00+01:00,no2,88,µg/m³
3532,Madrid,2020-02-22T18:00:00+01:00,pm25,26,µg/m³
3533,Madrid,2020-02-22T18:00:00+01:00,no2,59,µg/m³
3534,Madrid,2020-02-22T18:00:00+01:00,pm25,19,µg/m³
3535,Madrid,2020-02-22T17:00:00+01:00,pm25,19,µg/m³
3536,Madrid,2020-02-22T17:00:00+01:00,pm25,31,µg/m³
3537,Madrid,2020-02-22T17:00:00+01:00,no2,60,µg/m³
3538,Madrid,2020-02-22T16:00:00+01:00,no2,61,µg/m³
3539,Madrid,2020-02-22T16:00:00+01:00,pm25,26,µg/m³
3540,Madrid,2020-02-22T16:00:00+01:00,pm25,19,µg/m³
3541,Madrid,2020-02-22T15:00:00+01:00,no2,62,µg/m³
3542,Madrid,2020-02-22T15:00:00+01:00,pm25,22,µg/m³
3543,Madrid,2020-02-22T15:00:00+01:00,pm25,31,µg/m³
3544,Madrid,2020-02-22T14:00:00+01:00,no2,69,µg/m³
3545,Madrid,2020-02-22T14:00:00+01:00,pm25,26,µg/m³
